time,transfer_history.actually_transferred_size,transfer_history.attached_node,transfer_history.cached_data_size,transfer_history.chunk_id,transfer_history.completion_date_string,transfer_history.creation_date_string,transfer_history.data_type,transfer_history.remote_location_name,transfer_history.serializer_sampling_time,transfer_history.serializer_session,transfer_history.serializer_task,transfer_history.state,transfer_history.time_transfer_sec,transfer_history.transfer_direction,transfer_history.transfer_size,transfer_history.transfer_type
2019-03-25T21:24:52.067Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:24:50,25/03/2019\ 21:24:44,,,2019-03-25T21:24:50.4807960Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:25:32.060Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:25:23,25/03/2019\ 21:25:18,,,2019-03-25T21:25:23.6472930Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,35179056,QDisk
2019-03-25T21:25:32.061Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:25:20,25/03/2019\ 21:25:18,,,2019-03-25T21:25:23.6473370Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:26:02.062Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:25:59,25/03/2019\ 21:25:53,,,2019-03-25T21:25:59.8131400Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:26:02.063Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:25:56,25/03/2019\ 21:25:53,,,2019-03-25T21:25:59.8131740Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:26:42.063Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:26:32,25/03/2019\ 21:26:27,,,2019-03-25T21:26:32.9601960Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,35179056,QDisk
2019-03-25T21:27:12.058Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:27:06,25/03/2019\ 21:27:01,,,2019-03-25T21:27:09.1371590Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,32468163,Docker
2019-03-25T21:27:52.058Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:27:42,25/03/2019\ 21:27:35,,,2019-03-25T21:27:42.2796510Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,7,Down,35179056,QDisk
2019-03-25T21:27:52.059Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:27:39,25/03/2019\ 21:27:35,,,2019-03-25T21:27:42.2796830Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:28:22.055Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:28:15,25/03/2019\ 21:28:10,,,2019-03-25T21:28:15.4288280Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,35179056,QDisk
